study_time,idle_time,break_time,tasks_completed,session_time,time_of_day,focus_score
312,108,47,7,472,night,76
276,90,41,12,412,night,100
90,180,14,9,290,morning,95
252,180,38,7,488,evening,96
84,18,13,11,124,evening,92
480,180,72,9,600,morning,96
150,180,22,5,365,night,95
272,162,41,5,494,afternoon,94
174,180,26,9,390,night,100
90,180,14,5,291,night,94
384,180,58,6,600,morning,86
264,24,40,11,333,night,100
258,180,39,6,486,morning,90
390,180,58,9,600,morning,94
396,180,59,9,600,night,100
282,180,42,6,516,night,95
48,180,7,6,254,evening,95
114,180,17,9,319,night,88
294,180,44,7,527,afternoon,98
324,180,49,7,559,morning,96
480,180,72,10,600,evening,73
480,144,72,11,600,evening,100
437,180,66,5,600,morning,90
198,180,30,10,417,afternoon,100
366,72,55,10,504,evening,100
391,180,59,9,600,evening,92
438,180,66,6,600,night,100
409,180,61,10,600,morning,82
264,144,40,9,457,evening,94
156,180,23,8,377,night,100
156,180,23,7,367,afternoon,78
132,180,20,9,344,morning,63
360,180,54,11,600,night,100
480,180,72,11,600,afternoon,100
270,180,40,8,501,evening,100
306,180,46,10,546,night,72
36,138,5,10,193,evening,85
432,174,65,5,600,afternoon,95
186,168,28,11,396,evening,100
468,180,70,11,600,afternoon,100
12,102,5,12,136,night,92
24,180,5,11,216,morning,97
480,180,72,9,600,afternoon,99
350,180,52,7,593,night,99
480,180,72,5,600,evening,97
72,180,11,5,279,evening,79
204,180,31,10,421,night,100
348,78,52,9,487,afternoon,100
98,180,15,6,309,evening,56
480,180,72,7,600,morning,100
72,180,11,9,279,morning,95
258,180,39,11,492,afternoon,96
414,180,62,10,600,afternoon,80
356,180,53,8,600,evening,94
372,180,56,8,600,evening,97
330,180,50,7,578,evening,87
108,120,16,6,261,afternoon,98
324,66,49,9,454,afternoon,96
234,180,35,9,455,morning,73
108,60,16,11,196,evening,94
22,150,5,9,194,night,83
321,180,48,6,562,evening,96
246,180,37,6,474,afternoon,100
30,180,5,7,234,night,88
318,180,48,11,557,evening,92
480,114,72,5,600,afternoon,100
288,180,43,9,526,evening,99
240,180,36,10,465,night,100
192,120,29,7,354,morning,80
222,180,33,5,450,evening,96
396,180,59,6,600,afternoon,87
156,180,23,8,376,night,96
204,180,31,10,429,evening,81
318,180,48,12,560,evening,97
391,180,59,11,600,night,73
294,180,44,11,534,night,100
276,180,41,9,516,morning,79
480,180,72,12,600,night,99
102,180,15,9,307,evening,98
282,180,42,5,509,afternoon,73
354,180,53,8,600,morning,95
324,144,49,11,523,evening,100
42,180,6,8,236,night,99
222,156,33,8,429,night,100
120,180,18,8,335,afternoon,62
240,180,36,7,469,night,74
336,180,50,12,581,evening,65
336,180,50,7,578,morning,96
192,180,29,6,406,afternoon,63
276,180,41,9,510,morning,82
126,180,19,11,343,evening,97
342,180,51,9,579,morning,92
294,180,44,10,528,morning,76
102,180,15,10,315,night,97
156,180,23,11,377,morning,76
48,180,7,10,244,morning,100
318,180,48,5,551,night,58
336,180,50,8,574,evening,100
318,180,48,8,560,night,100
204,180,31,7,423,morning,90
5,180,5,6,204,afternoon,87
108,180,16,9,310,night,79
225,180,34,10,445,afternoon,91
204,180,31,11,429,evening,80
30,180,5,9,231,afternoon,75
360,180,54,9,600,morning,89
246,126,37,6,428,afternoon,82
192,180,29,7,420,night,90
196,180,29,10,417,night,100
408,180,61,6,600,evening,100
162,126,24,6,328,night,97
186,180,28,10,411,morning,84
420,180,63,7,600,night,85
252,102,38,8,409,morning,94
203,180,30,9,422,night,79
210,180,32,7,436,night,99
230,180,34,10,451,morning,87
420,120,63,7,600,evening,80
174,180,26,11,389,afternoon,81
378,180,57,8,600,morning,93
138,180,21,6,353,night,96
264,180,40,10,492,evening,68
36,180,5,10,230,night,76
258,180,39,6,483,evening,70
476,180,71,7,600,morning,100
421,180,63,8,600,afternoon,95
138,114,21,6,291,evening,94
360,180,54,12,600,evening,100
480,156,72,11,600,afternoon,100
480,180,72,10,600,afternoon,100
210,180,32,11,438,evening,94
174,180,26,8,397,morning,85
174,180,26,9,394,night,80
474,180,71,11,600,morning,83
324,180,49,10,563,morning,99
126,180,19,9,334,afternoon,83
162,174,24,7,374,evening,90
126,180,19,10,334,afternoon,96
306,180,46,6,538,afternoon,90
258,180,39,8,491,night,63
348,180,52,9,596,evening,91
82,102,12,5,209,afternoon,66
126,180,19,8,331,morning,99
192,180,29,7,411,evening,97
274,180,41,8,507,evening,97
264,180,40,7,492,morning,99
312,180,47,5,556,night,63
366,180,55,11,600,morning,82
294,180,44,10,526,morning,100
198,180,30,9,424,night,83
126,180,19,8,339,afternoon,93
132,180,20,8,341,night,100
438,180,66,5,600,afternoon,93
300,180,45,7,533,night,95
90,180,14,5,300,night,60
120,144,18,9,290,night,79
30,180,5,5,228,night,98
198,180,30,12,424,morning,100
168,168,25,6,379,evening,77
249,180,37,9,483,night,74
186,180,28,6,405,morning,89
330,180,50,7,567,evening,100
438,180,66,10,600,evening,91
180,180,27,9,394,morning,98
222,180,33,6,451,evening,99
294,156,44,10,509,afternoon,91
318,180,48,5,553,afternoon,77
144,180,22,11,359,afternoon,92
312,180,47,6,552,afternoon,100
306,180,46,5,543,evening,91
120,180,18,7,325,night,86
354,138,53,10,561,night,94
186,180,28,7,403,night,63
132,72,20,8,243,morning,95
24,144,5,6,182,night,84
150,180,22,6,361,evening,92
162,54,24,10,254,morning,100
300,180,45,11,534,morning,93
378,180,57,6,600,morning,99
348,180,52,8,599,afternoon,100
228,108,34,6,386,night,96
246,180,37,9,482,afternoon,90
258,180,39,8,486,night,100
150,180,22,8,363,night,98
162,150,24,7,341,night,65
180,180,27,12,406,night,96
276,180,41,8,505,night,81
396,180,59,10,600,night,95
156,84,23,6,274,evening,90
54,180,8,8,253,evening,84
246,180,37,8,476,night,100
270,180,40,10,499,evening,86
426,180,64,8,600,evening,97
192,180,29,6,412,morning,73
5,180,5,5,198,evening,93
66,180,10,5,268,night,74
234,174,35,7,458,morning,89
174,180,26,8,391,morning,70
312,180,47,8,557,afternoon,100
120,180,18,5,327,evening,87
324,180,49,9,559,morning,100
372,180,56,12,600,afternoon,100
204,180,31,12,430,morning,73
6,180,5,5,196,afternoon,92
103,114,15,8,245,afternoon,66
198,180,30,6,413,night,86
103,144,15,5,276,night,100
438,180,66,12,600,evening,89
126,180,19,6,335,morning,97
351,180,53,9,600,evening,97
270,180,40,7,508,evening,100
288,180,43,6,520,evening,92
156,102,23,9,300,morning,71
348,180,52,7,594,night,80
480,180,72,9,600,evening,88
336,180,50,11,577,evening,99
204,138,31,5,378,morning,100
362,180,54,7,600,evening,80
204,180,31,10,424,afternoon,100
390,180,58,7,600,afternoon,95
228,180,34,6,455,morning,92
480,180,72,10,600,afternoon,100
204,180,31,5,430,afternoon,65
414,138,62,12,600,morning,96
264,180,40,9,494,evening,98
336,180,50,11,583,evening,81
360,180,54,12,600,morning,100
372,180,56,7,600,morning,100
402,180,60,7,600,morning,99
246,174,37,6,470,night,61
286,180,43,5,525,afternoon,99
198,180,30,10,422,afternoon,92
288,180,43,8,525,afternoon,100
150,108,22,11,290,afternoon,76
324,180,49,7,560,morning,89
384,156,58,5,600,night,92
234,156,35,6,430,night,66
48,180,7,11,250,night,90
288,138,43,11,486,evening,71
216,180,32,9,435,afternoon,82
294,156,44,11,506,morning,78
162,138,24,7,332,afternoon,100
30,180,5,8,232,night,93
264,180,40,10,497,afternoon,94
144,180,22,9,353,night,63
72,180,11,6,272,evening,92
228,126,34,6,407,night,100
334,180,50,5,581,evening,90
228,156,34,9,437,evening,93
228,180,34,8,456,afternoon,97
294,120,44,11,467,afternoon,100
168,162,25,8,360,night,100
324,180,49,9,565,afternoon,81
180,180,27,10,402,night,73
36,180,5,12,236,evening,73
174,180,26,10,394,night,91
216,180,32,10,433,afternoon,100
222,156,33,12,421,morning,94
480,180,72,8,600,evening,100
210,180,32,12,437,morning,78
96,180,14,5,296,afternoon,100
240,180,36,11,465,evening,91
192,180,29,6,411,afternoon,100
96,180,14,11,308,afternoon,82
103,180,15,9,315,morning,90
330,120,50,12,509,night,100
480,180,72,8,600,night,85
402,180,60,7,600,night,100
102,180,15,8,308,morning,79
126,180,19,12,342,evening,89
5,180,5,12,205,evening,78
348,180,52,8,587,afternoon,99
227,66,34,9,336,evening,78
324,114,49,6,496,night,99
240,180,36,9,474,morning,100
30,180,5,11,228,morning,100
306,180,46,12,540,afternoon,100
54,180,8,10,254,afternoon,45
126,180,19,9,335,evening,100
476,180,71,9,600,evening,100
96,180,14,8,308,evening,59
144,180,22,8,357,evening,86
408,180,61,12,600,night,90
144,180,22,6,351,evening,89
165,108,25,6,306,evening,100
252,180,38,7,477,morning,95
5,180,5,7,200,evening,92
246,180,37,6,471,evening,69
204,180,31,11,423,evening,95
102,180,15,5,316,morning,93
186,156,28,7,384,evening,80
5,180,5,11,208,evening,100
276,180,41,8,504,night,100
478,180,72,7,600,morning,92
432,180,65,7,600,night,89
215,174,32,9,435,evening,82
90,48,14,5,157,morning,100
246,180,37,7,481,morning,79
318,162,48,5,536,evening,84
282,180,42,10,520,morning,100
378,180,57,7,600,night,82
438,180,66,10,600,night,96
214,180,32,12,438,afternoon,100
270,180,40,6,507,morning,94
24,180,5,7,215,morning,64
384,180,58,12,600,morning,86
174,180,26,12,397,night,78
336,144,50,7,547,afternoon,100
192,180,29,6,413,evening,94
480,102,72,9,600,morning,91
174,180,26,9,390,morning,69
264,180,40,11,489,night,100
468,180,70,11,600,afternoon,95
126,180,19,11,341,night,100
173,180,26,5,396,night,76
169,180,25,11,380,afternoon,97
120,36,18,7,190,morning,89
204,180,31,9,431,morning,83
90,156,14,10,266,evening,78
348,180,52,8,595,morning,76
480,180,72,6,600,evening,96
192,180,29,5,413,night,67
335,60,50,11,456,afternoon,87
324,180,49,10,561,morning,87
126,60,19,6,222,evening,100
206,180,31,6,425,morning,73
276,180,41,9,510,night,100
174,180,26,10,393,afternoon,72
319,114,48,5,496,evening,100
329,180,49,8,575,afternoon,98
318,180,48,8,561,night,100
156,156,23,11,344,evening,100
414,180,62,6,600,afternoon,95
252,180,38,11,489,evening,89
480,180,72,5,600,evening,98
480,180,72,10,600,morning,98
210,180,32,6,430,night,73
166,180,25,6,385,morning,90
480,174,72,11,600,morning,100
282,180,42,6,510,evening,96
276,180,41,6,513,night,93
156,180,23,10,374,night,93
114,174,17,9,320,afternoon,74
102,132,15,10,257,night,61
330,132,50,9,517,afternoon,100
114,180,17,9,321,afternoon,95
258,156,39,6,464,night,100
276,180,41,12,503,evening,82
384,138,58,11,588,evening,100
282,30,42,8,373,night,89
306,180,46,10,551,afternoon,100
456,180,68,10,600,evening,100
210,180,32,12,433,afternoon,90
294,180,44,11,525,afternoon,94
378,180,57,9,600,morning,88
108,180,16,8,309,morning,96
294,180,44,8,530,night,74
336,180,50,10,582,afternoon,89
390,180,58,7,600,night,99
450,180,68,11,600,night,100
144,180,22,9,357,afternoon,94
336,180,50,11,577,afternoon,100
431,180,65,8,600,afternoon,100
156,144,23,9,328,evening,67
360,180,54,11,600,evening,90
192,180,29,12,407,afternoon,98
384,180,58,7,600,evening,99
396,180,59,7,600,night,100
300,180,45,5,535,evening,95
270,180,40,7,506,night,100
180,180,27,6,394,night,85
270,180,40,6,499,morning,97
372,180,56,11,600,night,98
252,162,38,9,464,morning,81
165,180,25,6,376,morning,71
198,180,30,8,414,morning,95
354,180,53,12,592,night,90
390,108,58,7,567,morning,100
168,180,25,11,383,evening,100
66,180,10,5,275,afternoon,99
138,180,21,9,357,night,54
414,180,62,5,600,night,84
318,180,48,12,560,afternoon,100
336,144,50,6,536,evening,100
108,180,16,11,323,night,100
96,174,14,6,302,afternoon,100
288,180,43,10,526,night,88
48,36,7,6,101,afternoon,83
224,180,34,9,454,afternoon,84
222,96,33,11,356,evening,100
96,78,14,9,205,morning,96
480,180,72,6,600,evening,93
444,180,67,9,600,evening,87
468,180,70,12,600,night,81
180,180,27,11,395,afternoon,72
282,180,42,6,511,night,96
180,168,27,12,387,morning,96
372,180,56,6,600,morning,100
288,180,43,9,528,evening,98
300,180,45,12,536,night,95
66,180,10,9,266,evening,75
216,180,32,9,433,afternoon,81
96,180,14,9,307,evening,88
196,180,29,8,410,night,59
434,180,65,8,600,morning,97
198,180,30,8,423,afternoon,97
360,180,54,6,600,afternoon,98
348,180,52,5,587,morning,100
216,180,32,7,435,afternoon,97
60,180,9,9,262,morning,78
240,36,36,12,329,evening,82
288,180,43,8,525,night,99
277,138,42,9,471,morning,99
168,168,25,5,372,morning,100
246,180,37,12,478,morning,93
330,180,50,10,575,morning,94
306,180,46,10,549,night,97
84,180,13,10,283,morning,95
204,180,31,5,432,night,94
270,180,40,7,509,night,90
294,180,44,10,524,afternoon,87
366,180,55,8,600,evening,96
480,180,72,7,600,morning,100
168,114,25,7,313,afternoon,100
420,180,63,12,600,evening,97
96,180,14,11,303,afternoon,87
318,180,48,9,560,evening,99
450,150,68,5,600,evening,98
198,132,30,5,366,morning,98
342,180,51,9,588,afternoon,74
228,138,34,11,414,night,100
264,60,40,11,377,morning,93
174,180,26,11,392,night,81
381,180,57,11,600,night,92
264,180,40,7,494,afternoon,88
5,180,5,7,201,evening,79
210,72,32,7,322,night,64
210,180,32,10,432,morning,100
344,180,52,9,592,evening,97
390,180,58,6,600,night,99
204,180,31,8,432,morning,100
174,180,26,8,389,night,84
150,180,22,9,360,night,77
258,180,39,10,489,afternoon,99
355,102,53,6,522,evening,100
378,180,57,7,600,morning,96
150,180,22,12,362,night,100
480,180,72,9,600,morning,96
132,180,20,8,346,morning,91
312,180,47,10,550,night,100
360,180,54,9,600,afternoon,100
132,180,20,12,341,morning,100
408,180,61,5,600,afternoon,92
234,180,35,6,465,morning,100
294,180,44,12,527,night,100
246,180,37,11,473,morning,100
126,180,19,5,331,morning,83
324,180,49,11,569,morning,99
18,180,5,10,212,morning,92
354,180,53,10,600,night,80
288,180,43,7,519,evening,97
36,180,5,8,236,evening,100
162,180,24,11,381,afternoon,81
234,132,35,10,406,evening,90
262,180,39,6,496,night,100
312,132,47,11,509,night,100
198,180,30,8,413,afternoon,95
366,180,55,10,600,evening,100
180,180,27,8,392,afternoon,69
294,156,44,8,504,night,100
18,180,5,9,217,afternoon,100
378,162,57,9,600,afternoon,90
84,180,13,5,292,morning,57
156,180,23,12,370,evening,68
261,60,39,11,375,afternoon,89
366,180,55,9,600,afternoon,72
240,180,36,5,474,evening,97
222,180,33,9,452,night,78
300,180,45,8,536,night,100
258,180,39,10,494,night,92
180,180,27,10,396,morning,84
312,102,47,12,471,evening,81
438,180,66,12,600,evening,92
388,108,58,10,564,night,86
252,180,38,8,476,afternoon,95
402,180,60,5,600,afternoon,99
5,180,5,10,204,morning,69
378,180,57,11,600,afternoon,100
162,180,24,8,374,evening,92
408,180,61,11,600,morning,96
318,180,48,9,563,afternoon,97
312,180,47,5,554,afternoon,99
174,180,26,7,390,evening,71
360,180,54,5,600,afternoon,92
99,180,15,10,307,afternoon,48
228,180,34,10,454,night,94
276,180,41,6,506,morning,86
402,180,60,6,600,night,100
5,180,5,7,203,morning,93
444,180,67,9,600,evening,100
324,180,49,8,562,morning,65
216,180,32,11,442,afternoon,100
5,180,5,12,195,evening,45
186,180,28,6,402,evening,95
354,180,53,8,596,evening,100
186,180,28,10,403,evening,70
144,126,22,12,306,night,66
168,180,25,8,390,evening,75
372,180,56,11,600,morning,100
348,180,52,7,586,afternoon,100
354,180,53,9,598,morning,100
276,180,41,6,512,afternoon,98
294,180,44,6,523,morning,72
192,180,29,11,414,afternoon,93
378,180,57,7,600,morning,100
204,180,31,10,434,night,93
204,174,31,8,424,night,100
270,144,40,9,472,evening,85
336,180,50,5,577,afternoon,70
312,180,47,11,556,afternoon,92
294,180,44,9,536,afternoon,90
204,180,31,9,424,morning,80
306,120,46,8,480,morning,100
252,180,38,11,485,evening,75
174,180,26,11,399,night,75
162,180,24,11,384,afternoon,48
270,180,40,6,495,evening,91
309,180,46,10,541,evening,100
360,156,54,12,588,night,80
390,180,58,11,600,evening,74
342,180,51,7,581,night,100
409,150,61,8,600,evening,77
258,180,39,6,494,morning,100
182,180,27,10,396,morning,86
83,180,12,7,288,afternoon,67
90,156,14,9,272,afternoon,99
24,180,5,8,224,afternoon,73
180,42,27,9,265,afternoon,72
306,180,46,9,539,evening,81
162,90,24,9,283,afternoon,97
438,180,66,11,600,evening,100
464,180,70,10,600,evening,100
78,180,12,8,285,evening,92
186,180,28,11,401,morning,92
364,180,55,10,600,night,100
284,180,43,7,520,morning,76
258,180,39,5,489,morning,67
216,162,32,11,427,night,100
246,174,37,5,466,morning,76
132,180,20,7,343,afternoon,99
126,180,19,5,336,morning,98
186,180,28,10,406,morning,84
120,180,18,12,336,afternoon,91
255,120,38,10,426,evening,67
348,180,52,9,598,evening,92
306,180,46,5,538,afternoon,97
180,180,27,10,398,afternoon,68
393,180,59,6,600,night,100
228,180,34,8,449,afternoon,98
366,180,55,9,600,evening,86
204,180,31,6,426,night,100
324,180,49,9,568,morning,77
264,180,40,8,492,morning,91
480,180,72,5,600,morning,100
480,168,72,8,600,night,100
246,180,37,6,481,evening,87
60,180,9,10,258,morning,82
219,180,33,12,445,afternoon,100
258,180,39,10,496,morning,97
156,180,23,10,370,morning,100
294,180,44,5,530,morning,100
290,90,44,8,429,morning,99
324,120,49,10,498,morning,79
30,108,5,5,158,morning,89
276,180,41,7,516,evening,89
234,180,35,10,468,night,96
174,180,26,10,395,morning,100
270,180,40,6,507,evening,100
432,180,65,11,600,evening,100
210,72,32,7,323,night,55
342,120,51,9,527,evening,72
234,180,35,9,463,night,99
378,180,57,11,600,afternoon,100
156,180,23,6,369,evening,94
228,180,34,7,460,night,74
225,180,34,12,450,night,100
318,180,48,6,556,night,90
354,150,53,11,574,afternoon,85
384,156,58,6,600,morning,97
318,180,48,10,555,afternoon,92
282,180,42,11,511,evening,100
235,114,35,7,396,night,67
240,180,36,12,461,night,94
204,150,31,6,399,night,96
480,180,72,8,600,night,100
84,138,13,9,252,morning,91
252,180,38,8,486,morning,77
276,180,41,5,507,evening,98
255,180,38,10,479,morning,81
312,180,47,5,556,night,69
216,90,32,6,354,evening,100
126,180,19,7,338,afternoon,100
463,120,69,7,600,afternoon,93
234,150,35,9,433,afternoon,100
480,180,72,6,600,morning,100
108,168,16,8,301,night,83
132,180,20,10,351,evening,91
450,180,68,11,600,afternoon,96
84,126,13,8,234,evening,85
228,180,34,6,461,afternoon,74
354,180,53,11,600,morning,77
136,180,20,11,346,night,100
222,144,33,11,405,morning,100
432,162,65,11,600,afternoon,97
282,180,42,8,516,afternoon,93
277,174,42,5,506,night,87
282,180,42,5,511,night,78
132,180,20,5,348,afternoon,82
192,126,29,8,353,morning,97
252,180,38,5,477,evening,97
378,180,57,5,600,morning,100
252,180,38,11,479,evening,75
213,180,32,10,431,morning,70
138,168,21,8,338,night,66
366,180,55,10,600,afternoon,100
360,180,54,7,600,night,100
342,180,51,9,578,afternoon,72
274,180,41,5,503,evening,92
252,180,38,11,479,evening,95
138,180,21,10,354,morning,77
300,168,45,7,529,afternoon,100
198,180,30,10,416,afternoon,100
138,180,21,10,348,morning,85
6,168,5,7,192,night,73
136,180,20,5,344,evening,79
480,180,72,8,600,morning,100
369,180,55,9,600,morning,96
213,180,32,8,442,morning,82
354,180,53,12,600,morning,99
480,24,72,8,588,night,100
276,162,41,9,495,morning,100
216,114,32,9,381,night,100
402,174,60,9,600,night,100
246,180,37,12,469,night,72
126,180,19,7,341,evening,80
180,180,27,11,403,morning,65
312,180,47,6,558,afternoon,89
79,180,12,11,278,evening,91
318,180,48,5,555,night,97
204,180,31,11,424,night,97
258,180,39,10,493,evening,93
222,180,33,9,445,evening,95
102,180,15,7,305,morning,54
264,180,40,9,502,evening,98
329,180,49,6,573,evening,69
18,168,5,8,200,night,87
264,180,40,7,501,afternoon,100
192,180,29,5,411,night,100
456,180,68,8,600,morning,100
420,84,63,9,572,night,100
156,180,23,11,372,night,76
450,180,68,8,600,morning,92
186,180,28,11,405,morning,78
306,180,46,10,544,night,76
396,180,59,10,600,evening,77
234,180,35,9,459,afternoon,79
138,180,21,7,350,morning,79
300,180,45,7,538,afternoon,76
318,180,48,12,558,evening,82
144,180,22,12,364,morning,85
186,180,28,11,403,morning,100
312,180,47,12,556,afternoon,88
459,120,69,11,600,evening,100
132,72,20,10,230,morning,100
378,180,57,10,600,morning,91
480,180,72,8,600,evening,100
360,180,54,5,600,afternoon,100
246,180,37,11,471,morning,100
156,180,23,10,373,afternoon,56
120,138,18,7,294,night,87
318,30,48,6,415,evening,100
312,144,47,12,513,morning,80
210,180,32,7,430,morning,80
370,180,56,8,600,evening,100
438,180,66,8,600,evening,99
360,168,54,5,592,evening,92
402,180,60,8,600,morning,90
264,180,40,10,500,afternoon,99
198,180,30,12,414,night,80
54,162,8,6,242,morning,97
198,72,30,8,319,morning,76
120,180,18,7,333,morning,63
240,180,36,12,474,afternoon,100
264,180,40,5,499,morning,82
72,180,11,11,273,evening,63
234,180,35,9,467,afternoon,97
420,180,63,12,600,night,93
282,180,42,7,513,morning,88
276,180,41,8,503,afternoon,100
132,96,20,7,261,night,71
402,180,60,11,600,morning,75
186,180,28,9,409,night,100
222,180,33,12,446,evening,73
378,180,57,6,600,evening,100
324,180,49,6,572,night,100
138,180,21,10,345,morning,99
162,126,24,5,322,morning,95
156,66,23,8,260,afternoon,61
48,180,7,7,247,evening,83
244,180,37,5,472,night,96
150,180,22,6,358,afternoon,85
438,180,66,9,600,afternoon,98
126,180,19,9,339,afternoon,100
24,144,5,8,179,night,64
354,156,53,8,569,evening,66
96,180,14,5,296,afternoon,78
90,180,14,11,292,afternoon,97
312,180,47,11,544,night,96
444,180,67,6,600,evening,98
240,180,36,9,466,night,87
168,180,25,6,379,afternoon,89
288,180,43,10,525,evening,86
300,108,45,5,464,night,83
257,102,39,12,406,evening,79
420,180,63,6,600,afternoon,100
401,180,60,6,600,morning,100
282,180,42,5,511,morning,80
204,180,31,5,430,morning,97
192,120,29,5,348,morning,100
120,78,18,9,223,morning,100
96,114,14,11,240,afternoon,100
300,180,45,6,531,morning,90
342,126,51,11,527,afternoon,88
349,180,52,10,593,night,100
191,156,29,10,387,afternoon,78
342,138,51,10,536,morning,70
186,180,28,10,400,morning,80
198,180,30,9,423,night,79
126,180,19,6,332,afternoon,95
348,180,52,8,585,morning,91
162,180,24,11,374,morning,99
186,180,28,8,400,night,100
234,180,35,6,463,morning,66
132,180,20,6,341,evening,100
396,156,59,7,600,morning,100
120,180,18,8,333,morning,66
246,180,37,9,471,evening,78
403,180,60,6,600,evening,100
5,180,5,8,209,afternoon,78
360,144,54,9,573,afternoon,100
168,180,25,5,386,night,63
258,72,39,11,379,morning,97
186,180,28,12,402,afternoon,100
426,174,64,6,600,afternoon,92
276,180,41,10,515,evening,70
427,138,64,10,600,morning,100
216,180,32,8,433,afternoon,100
156,180,23,6,369,night,93
162,180,24,12,385,evening,98
54,180,8,11,248,evening,85
264,180,40,11,500,morning,98
480,180,72,10,600,night,100
402,180,60,10,600,afternoon,72
246,96,37,8,386,night,83
264,180,40,8,489,evening,95
402,138,60,10,600,night,88
480,180,72,11,600,evening,99
228,180,34,5,458,morning,100
78,126,12,9,229,morning,100
156,180,23,12,371,evening,67
195,180,29,11,421,evening,74
228,180,34,6,449,morning,100
222,180,33,10,448,afternoon,76
414,180,62,8,600,night,96
156,180,23,5,376,evening,91
246,144,37,11,442,morning,74
456,180,68,5,600,afternoon,100
384,180,58,6,600,afternoon,100
186,180,28,11,403,evening,99
192,180,29,7,411,night,62
234,168,35,7,451,afternoon,90
234,180,35,8,466,afternoon,99
120,90,18,5,247,afternoon,93
298,180,45,11,540,morning,92
372,180,56,10,600,morning,68
324,180,49,8,562,afternoon,93
263,120,39,10,433,night,93
168,180,25,11,379,afternoon,93
234,180,35,7,454,afternoon,100
306,180,46,9,542,morning,97
174,180,26,12,386,evening,88
210,180,32,8,434,morning,93
216,180,32,9,439,morning,100
210,180,32,7,430,night,95
270,102,40,10,424,evening,100
306,180,46,8,538,night,92
312,180,47,7,551,evening,100
330,180,50,5,578,evening,100
396,180,59,11,600,afternoon,100
270,180,40,8,496,afternoon,100
306,180,46,11,538,evening,88
210,180,32,7,439,afternoon,94
444,180,67,8,600,afternoon,94
480,180,72,11,600,morning,98
402,180,60,6,600,morning,100
288,180,43,10,530,night,82
216,180,32,8,440,evening,100
444,180,67,6,600,night,100
354,180,53,11,593,afternoon,100
306,180,46,7,549,afternoon,100
300,180,45,6,531,morning,100
264,180,40,12,495,afternoon,100
435,180,65,10,600,evening,93
408,180,61,8,600,morning,100
122,180,18,10,325,afternoon,71
204,180,31,6,425,night,74
244,180,37,10,470,night,85
426,72,64,7,573,morning,96
276,18,41,7,347,afternoon,100
42,180,6,7,239,night,70
360,180,54,9,600,afternoon,100
218,180,33,5,441,afternoon,100
375,180,56,10,600,evening,100
198,180,30,6,422,night,93
282,180,42,8,514,night,100
312,180,47,12,553,morning,100
72,180,11,11,278,afternoon,89
228,180,34,11,448,evening,68
126,180,19,7,337,afternoon,97
229,180,34,10,451,afternoon,100
330,180,50,7,566,afternoon,96
264,150,40,8,464,morning,99
381,102,57,12,548,morning,100
378,180,57,7,600,night,92
324,162,49,8,551,evening,100
228,180,34,6,450,night,76
180,180,27,11,397,night,64
450,180,68,9,600,night,91
294,180,44,10,532,night,92
192,84,29,11,311,night,75
162,180,24,10,384,evening,81
300,60,45,10,413,morning,87
258,180,39,7,485,afternoon,98
246,180,37,7,476,morning,99
156,180,23,10,377,evening,100
300,180,45,8,539,morning,89
208,180,31,8,438,morning,93
114,180,17,10,329,evening,94
228,180,34,7,457,morning,53
42,180,6,5,246,morning,65
186,180,28,7,407,afternoon,99
210,180,32,10,433,afternoon,82
276,180,41,6,507,evening,100
354,180,53,11,600,night,100
372,156,56,9,600,afternoon,100
192,180,29,8,406,morning,60
410,180,62,10,600,night,93
356,180,53,9,600,night,89
360,180,54,8,600,afternoon,94
270,180,40,8,502,morning,80
36,180,5,10,228,evening,95
450,180,68,10,600,evening,96
296,60,44,6,412,night,96
288,180,43,9,524,morning,96
102,168,15,5,294,night,69
352,180,53,6,600,afternoon,100
36,180,5,5,228,evening,55
264,180,40,5,503,afternoon,88
24,180,5,6,228,evening,47
480,180,72,12,600,night,85
271,180,41,8,501,evening,92
330,108,50,11,503,morning,92
336,180,50,8,575,morning,94
408,180,61,11,600,morning,100
210,180,32,9,429,evening,100
114,174,17,12,316,evening,100
428,180,64,8,600,afternoon,100
194,180,29,11,414,morning,80
225,168,34,7,433,morning,91
108,180,16,10,311,night,68
318,180,48,8,552,evening,91
330,180,50,7,565,night,100
207,180,31,10,425,morning,82
120,180,18,9,329,evening,99
410,180,62,9,600,night,84
210,180,32,8,433,afternoon,100
402,180,60,10,600,afternoon,81
270,180,40,8,502,evening,94
204,180,31,5,434,night,73
294,180,44,5,528,night,99
108,180,16,11,316,evening,95
185,180,28,9,409,night,100
307,180,46,6,540,afternoon,96
443,180,66,7,600,night,93
384,180,58,10,600,night,100
240,180,36,7,465,night,83
342,180,51,5,585,afternoon,98
420,180,63,10,600,evening,100
330,180,50,7,575,night,100
114,180,17,11,317,morning,82
186,96,28,8,319,morning,91
222,150,33,11,411,evening,100
198,180,30,9,426,night,98
360,180,54,9,600,morning,76
228,180,34,6,448,evening,100
18,180,5,9,220,night,68
360,180,54,5,600,morning,100
348,180,52,8,589,evening,98
60,180,9,5,263,morning,74
408,180,61,10,600,night,100
150,180,22,5,370,afternoon,71
228,180,34,6,458,night,82
344,180,52,8,593,afternoon,94
204,180,31,6,430,evening,89
354,180,53,9,599,night,100
319,180,48,12,559,afternoon,87
300,180,45,9,543,morning,100
